Status,Condition,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
new,newRenov,2,1,1,2,12,3,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1120
new,newRenov,2,1,1,2,12,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1120
new,newRenov,2,1,1,16,17,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1180
new,newRenov,2,1,1,5,6,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1286
new,black,2,1,1,2,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,714
new,newRenov,2,1,1,15,18,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1112
new,oldRenov,2,1,1,9,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,823
new,black,2,1,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833
new,newRenov,2,1,1,14,15,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1113
new,newRenov,2,1,1,16,16,0,6,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1125
new,newRenov,2,1,1,2,11,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1260
new,oldRenov,2,1,3,14,14,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,874
new,oldRenov,2,1,1,14,14,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,894
new,newRenov,2,1,1,15,15,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1128
new,newRenov,2,1,1,5,10,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1196
new,newRenov,2,1,1,2,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,851
new,newRenov,2,1,1,4,5,2,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,978
new,newRenov,2,1,1,10,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1004
new,newRenov,2,1,1,18,18,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1204
new,white,2,1,1,3,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,950
new,newRenov,2,1,1,8,8,4,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1159
new,newRenov,2,1,1,8,8,4,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1205
new,newRenov,2,1,1,4,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1239
new,newRenov,2,1,1,5,22,3,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1307
new,newRenov,2,1,1,15,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1375
new,white,2,1,1,7,9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1012
new,white,2,1,1,7,9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1012
new,white,2,1,1,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1036
new,newRenov,2,1,1,8,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1333
new,newRenov,2,1,1,9,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1339
new,newRenov,2,1,1,11,11,5,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,950
new,newRenov,2,1,1,7,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,980
new,newRenov,2,1,1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1185
new,newRenov,2,1,1,5,22,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1298
new,newRenov,2,1,1,9,12,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1590
new,newRenov,2,1,1,9,10,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1250
new,white,2,1,1,4,14,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1114
new,newRenov,2,1,1,3,5,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,956
new,white,2,1,1,1,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,606
new,newRenov,1,1,2,14,17,6,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1155
new,oldRenov,1,1,1,7,10,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,988
new,newRenov,1,0,1,4,24,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1100
